X,Y,id,name
22.929079,40.6573731,15692453,Μαγνησίας
22.9309006,40.6595305,15692512,Θράκης
22.9304673,40.6587661,15692512,Θράκης
22.9300401,40.6580123,15692512,Θράκης
22.9290297,40.6607254,15692677,Σαρανταπόρου
22.9296397,40.6605388,15692677,Σαρανταπόρου
22.9301826,40.6603636,15692677,Σαρανταπόρου
22.9274062,40.6579426,15692728,Αραπίτσης Ναούσης
22.9278723,40.6587416,15692728,Αραπίτσης Ναούσης
22.9282432,40.6593773,15692728,Αραπίτσης Ναούσης
22.9286045,40.6599966,15692728,Αραπίτσης Ναούσης
22.9287141,40.6601844,15692728,Αραπίτσης Ναούσης
22.9290297,40.6607254,15692728,Αραπίτσης Ναούσης
22.9292304,40.6610694,15692728,Αραπίτσης Ναούσης
22.9294441,40.6614357,15692728,Αραπίτσης Ναούσης
22.9295843,40.6616761,15692728,Αραπίτσης Ναούσης
22.9297388,40.6619408,15692728,Αραπίτσης Ναούσης
22.9325621,40.6625175,15692737,Μιλτιάδου
22.9319884,40.6627258,15692737,Μιλτιάδου
22.9317082,40.6631556,15692737,Μιλτιάδου
22.9307267,40.662609,15692786,Πεσόντων Ηρώων
22.9312609,40.6624596,15692786,Πεσόντων Ηρώων
22.9324477,40.6596766,15692837,Πλατεία Ρόδων
22.9324785,40.6597094,15692837,Πλατεία Ρόδων
22.932618,40.6599446,15692837,Πλατεία Ρόδων
22.932775,40.6602092,15692837,Πλατεία Ρόδων
22.9327306,40.6602558,15692837,Πλατεία Ρόδων
22.9324338,40.6603627,15692837,Πλατεία Ρόδων
22.9320968,40.6604642,15692837,Πλατεία Ρόδων
22.9320416,40.660465,15692837,Πλατεία Ρόδων
22.9336548,40.6605422,15692864,Κώστα Κανάρη
22.9336796,40.6604994,15692864,Κώστα Κανάρη
22.9335193,40.6602206,15692864,Κώστα Κανάρη
22.9332331,40.6597255,15692864,Κώστα Κανάρη
22.9330091,40.6593381,15692864,Κώστα Κανάρη
22.9328031,40.6589817,15692864,Κώστα Κανάρη
22.9318958,40.6564778,15692887,Διονύσιου Σολωμού
22.9318729,40.6565349,15692887,Διονύσιου Σολωμού
22.9319613,40.6567243,15692887,Διονύσιου Σολωμού
22.9324833,40.6576468,15692887,Διονύσιου Σολωμού
22.9325334,40.6577354,15692887,Διονύσιου Σολωμού
22.9326204,40.6578815,15692887,Διονύσιου Σολωμού
22.9338839,40.6575653,15692902,Κρήτης
22.9342664,40.6589146,15692902,Κρήτης
22.9344791,40.6598785,15692902,Κρήτης
22.9347009,40.6609161,15692902,Κρήτης
22.9330091,40.6593381,15692948,Αρχαίας Λητής
22.9337502,40.6590885,15692948,Αρχαίας Λητής
22.9342664,40.6589146,15692948,Αρχαίας Λητής
22.9335193,40.6602206,15692972,Παπάγου
22.9341809,40.6599848,15692972,Παπάγου
22.9344791,40.6598785,15692972,Παπάγου
22.9349369,40.6597153,15692972,Παπάγου
22.9350046,40.6596912,15692972,Παπάγου
22.9351076,40.6596541,15692972,Παπάγου
22.92815,40.6603758,15693103,Β΄ Πάροδος Αραπίτσης Ναούσης
22.9287141,40.6601844,15693103,Β΄ Πάροδος Αραπίτσης Ναούσης
22.9286903,40.6612628,15693119,Α΄ Πάροδος Αραπίτσης Ναούσης
22.9292304,40.6610694,15693119,Α΄ Πάροδος Αραπίτσης Ναούσης
22.9305774,40.6610566,15693130,Εδέσσης
22.9303718,40.6606956,15693130,Εδέσσης
22.9301826,40.6603636,15693130,Εδέσσης
22.9297593,40.6596206,15693130,Εδέσσης
22.9285068,40.6594152,15693185,Κολοκοτρώνη
22.9288996,40.6592839,15693185,Κολοκοτρώνη
22.9294522,40.6590993,15693185,Κολοκοτρώνη
22.9299479,40.6589337,15693185,Κολοκοτρώνη
22.9304673,40.6587661,15693185,Κολοκοτρώνη
22.9231306,40.6596346,15694732,Τζών Κέννεντη
22.9231213,40.6596266,15694732,Τζών Κέννεντη
22.9227811,40.659333,15694732,Τζών Κέννεντη
22.9223411,40.6589639,15694732,Τζών Κέννεντη
22.9219419,40.6586087,15694732,Τζών Κέννεντη
22.9219419,40.6586087,15694750,Αλεξ. Σβώλου
22.9226641,40.6581802,15694750,Αλεξ. Σβώλου
22.9231178,40.6580162,15694750,Αλεξ. Σβώλου
22.9234841,40.6578862,15694750,Αλεξ. Σβώλου
22.9238174,40.6577679,15694750,Αλεξ. Σβώλου
22.9240525,40.6576744,15694750,Αλεξ. Σβώλου
22.9247687,40.6573962,15694750,Αλεξ. Σβώλου
22.9248358,40.6574177,15694750,Αλεξ. Σβώλου
22.9256731,40.6571467,15694750,Αλεξ. Σβώλου
22.9242823,40.6566007,15694805,Αθανασίου Διάκου
22.9249935,40.6564028,15694805,Αθανασίου Διάκου
22.9251085,40.6563719,15694805,Αθανασίου Διάκου
22.9254781,40.656167,15694805,Αθανασίου Διάκου
22.9259325,40.6558514,15694805,Αθανασίου Διάκου
22.9206802,40.6536731,15694834,Πανταζοπούλου
22.9216158,40.6545066,15694834,Πανταζοπούλου
22.9223477,40.6552145,15694834,Πανταζοπούλου
22.9234532,40.6562576,15694834,Πανταζοπούλου
22.9239992,40.6572072,15694834,Πανταζοπούλου
22.9234788,40.657408,15694866,Καλλιβούλου
22.9226398,40.656697,15694866,Καλλιβούλου
22.921608,40.6557108,15694866,Καλλιβούλου
22.9208444,40.6549923,15694866,Καλλιβούλου
22.9199719,40.6541025,15694866,Καλλιβούλου
22.9274605,40.6515265,15694879,Θερίσσου
22.9273825,40.6516052,15694879,Θερίσσου
22.9272806,40.6516544,15694879,Θερίσσου
22.9265613,40.6518661,15694879,Θερίσσου
22.918337,40.6551056,15694890,Τζών Κέννεντη
22.9186132,40.655349,15694890,Τζών Κέννεντη
22.9186311,40.6553648,15694890,Τζών Κέννεντη
22.918888,40.6556007,15694890,Τζών Κέννεντη
22.9190421,40.6557459,15694890,Τζών Κέννεντη
22.9192697,40.6559604,15694890,Τζών Κέννεντη
22.9192804,40.6559701,15694890,Τζών Κέννεντη
22.9196461,40.6563018,15694890,Τζών Κέννεντη
22.9198058,40.6564468,15694890,Τζών Κέννεντη
22.9198915,40.6565245,15694890,Τζών Κέννεντη
22.9200867,40.6567016,15694890,Τζών Κέννεντη
22.9209934,40.6575673,15694890,Τζών Κέννεντη
22.9192063,40.654561,15694907,Γευγελής
22.9194982,40.6548335,15694907,Γευγελής
22.919738,40.655063,15694907,Γευγελής
22.9201202,40.6554287,15694907,Γευγελής
22.9208592,40.6562089,15694907,Γευγελής
22.9218303,40.6571142,15694907,Γευγελής
22.9184858,40.6530304,15694957,Κράγια ιωάννη
22.9189958,40.6532532,15694957,Κράγια ιωάννη
22.9198202,40.6541758,15694957,Κράγια ιωάννη
22.9274371,40.6476703,15695202,Μοναχού Σαμουήλ
22.9265922,40.6481607,15695202,Μοναχού Σαμουήλ
22.9261798,40.6484272,15695202,Μοναχού Σαμουήλ
22.9260129,40.6484498,15695202,Μοναχού Σαμουήλ
22.9258208,40.6484725,15695202,Μοναχού Σαμουήλ
22.9254044,40.6486827,15695202,Μοναχού Σαμουήλ
22.9248304,40.6489799,15695202,Μοναχού Σαμουήλ
22.9256062,40.6476832,15695220,Χρυσοσπάθη
22.925945,40.6480517,15695220,Χρυσοσπάθη
22.9260129,40.6484498,15695220,Χρυσοσπάθη
22.92608,40.6488568,15695220,Χρυσοσπάθη
22.9251798,40.6484426,15695230,Πάργας
22.9254044,40.6486827,15695230,Πάργας
22.9256238,40.6489011,15695230,Πάργας
22.9210665,40.6519344,15695270,Κασσιανής
22.920706,40.6518172,15695270,Κασσιανής
22.9202024,40.6516493,15695270,Κασσιανής
22.928025,40.6479263,15695316,Αμπελώνων
22.9278313,40.6480583,15695316,Αμπελώνων
22.927592,40.6482363,15695316,Αμπελώνων
22.9275245,40.6482927,15695316,Αμπελώνων
22.9273957,40.6484002,15695316,Αμπελώνων
22.9271264,40.6486323,15695316,Αμπελώνων
22.926527,40.6493822,15695316,Αμπελώνων
22.9264661,40.6494504,15695316,Αμπελώνων
22.92477,40.6496704,15695361,Ζαρίφη
22.9250481,40.6500114,15695361,Ζαρίφη
22.9253704,40.6504064,15695361,Ζαρίφη
22.9262321,40.651461,15695361,Ζαρίφη
22.9265613,40.6518661,15695361,Ζαρίφη
22.9260568,40.6493483,15695373,Φαναρίου
22.9250481,40.6500114,15695373,Φαναρίου
22.9245116,40.6502743,15695373,Φαναρίου
22.9237873,40.649219,15695557,Χρήστου Ράπτη
22.9241579,40.6496205,15695557,Χρήστου Ράπτη
22.9243156,40.649898,15695557,Χρήστου Ράπτη
22.9245116,40.6502743,15695557,Χρήστου Ράπτη
22.9245809,40.6503967,15695557,Χρήστου Ράπτη
22.924771,40.6507734,15695557,Χρήστου Ράπτη
22.9248054,40.6508416,15695557,Χρήστου Ράπτη
